Sentence #,Word,Tag
206,học,O
206,web,E-ngon_ngu
206,cho,O
206,bạn,O
206,mới,O
206,bắt_đầu,O
207,chỉ,O
207,với,O
207,2,O
207,triệu,O
207,đồng,O
207,thành_thạo,O
207,ngôn_ngữ,O
207,java,E-ngon_ngu
208,khóa,O
208,học,O
208,java,E-ngon_ngu
208,cho,O
208,người,O
208,mới,O
208,bắt_đầu,O
209,khai_giảng,O
209,khóa,O
209,học,O
209,java,E-ngon_ngu
209,chỉ,O
209,với,O
209,2,O
209,triệu,O
209,đồng,O
209,cho,O
209,người,O
209,mới,O
209,bắt_đầu,O
210,tuyển,O
210,lập_trình_viên,O
210,python,E-ngon_ngu
210,lương,O
210,upto,O
210,2000,O
210,$,O
210,không,O
210,yêu_cầu,O
210,kinh_nghiệm,O
211,bên,O
211,chị,O
211,đang,O
211,cần,O
211,2,O
211,bạn,O
211,dev,O
211,code,O
211,python,E-ngon_ngu
211,lương,O
211,thỏa_thuận,O
212,học,O
212,python,E-ngon_ngu
212,cho,O
212,tiện,O
213,python,E-ngon_ngu
213,có,O
213,nhiều,O
213,thư_viện,O
213,hỗ_trợ,O
214,code,O
214,python,E-ngon_ngu
214,tiện,O
214,ghê,O
215,đang,O
215,code,O
215,python,E-ngon_ngu
215,chuyển,O
215,sang,O
215,java,E-ngon_ngu
215,thấy,O
215,tù,O
215,khinh,O
215,khủng,O
216,công_ty,O
216,có,O
216,cho,O
216,code,O
216,python,E-ngon_ngu
216,không,O
217,code,O
217,python,E-ngon_ngu
217,lương,O
217,cao,O
217,vãi,O
218,học,O
218,python,E-ngon_ngu
218,đi,O
218,còn,O
218,code,O
218,ai,O
219,học,O
219,ai,O
219,thì,O
219,học,O
219,thêm,O
219,python,E-ngon_ngu
219,đi,O
219,code,O
219,tiện,O
220,công_ty,O
220,mình,O
220,còn,O
220,tuyển,O
220,dev,O
220,java,E-ngon_ngu
220,không,O
221,học,O
221,ngôn_ngữ,O
221,ruby,E-ngon_ngu
221,không,O
222,nghe,O
222,tên,O
222,ruby,E-ngon_ngu
222,hay,O
222,hay,O
223,tôi,O
223,đang,O
223,học,O
223,java,E-ngon_ngu
224,tao,O
224,muốn,O
224,học,O
224,python,E-ngon_ngu
224,để,O
224,học,O
224,ai,O
224,cho,O
224,tiện,O
225,học,O
225,java,E-ngon_ngu
225,khó,O
225,vãi,O
226,ruby,E-ngon_ngu
226,là,O
226,ngôn_ngữ,O
226,khỉ,O
226,gì,O
227,chưa,O
227,nghe,O
227,thấy,O
227,ngôn_ngữ,O
227,ruby,E-ngon_ngu
227,bao_giờ,O
228,đéo,O
228,biết,O
228,code,O
228,web,E-ngon_ngu
229,không,O
229,thích,O
229,android,E-ngon_ngu
230,nếu,O
230,bắt,O
230,code,O
230,android,E-ngon_ngu
230,thì,O
230,bỏ,O
230,làm,O
231,đéo,O
231,hiểu,O
231,sao,O
231,cứ,O
231,bắt,O
231,code,O
231,android,E-ngon_ngu
232,tao,O
232,ghét,O
232,android,E-ngon_ngu
232,vãi,O
233,tôi,O
233,muốn,O
233,làm,O
233,ứng_dụng,O
233,android,E-ngon_ngu
234,tôi,O
234,thích,O
234,code,O
234,c_+_+,E-ngon_ngu
234,thôi,O
235,học,O
235,c_+_+,E-ngon_ngu
235,code,O
235,được,O
235,gì,O
236,học,O
236,c,E-ngon_ngu
236,có,O
236,code,O
236,được,O
236,ứng_dụng,O
236,gì,O
236,k,O
237,biết,O
237,mỗi,O
237,code,O
237,c,E-ngon_ngu
238,giờ,O
238,vào,O
238,làm,O
238,là,O
238,bị,O
238,bắt,O
238,học,O
238,android,E-ngon_ngu
238,đấy,O
239,vào,O
239,đây,O
239,chỉ,O
239,code,O
239,android,E-ngon_ngu
239,thôi,O
240,bắt_đầu,O
240,học,O
240,từ,O
240,c,E-ngon_ngu
240,nhé,O
241,hồi,O
241,cấp,O
241,ba,O
241,tao,O
241,toàn,O
241,code,O
241,bằng,O
241,c,E-ngon_ngu
242,ngày_xưa,O
242,toàn,O
242,học,O
242,pascal,O
243,suýt,O
243,thì,O
243,tạch,O
243,c,E-ngon_ngu
244,sao,O
244,ngày,O
244,trước,O
244,code,O
244,được,O
244,pascal,E-ngon_ngu
244,nhỉ,O
245,code,O
245,pascal,E-ngon_ngu
245,tù,O
245,ghê,O
246,hồi,O
246,xưa,O
246,học,O
246,ngu,O
246,pascal,E-ngon_ngu
246,lắm,O
247,năm,O
247,nhất,O
247,phải,O
247,học,O
247,c,E-ngon_ngu
247,mà,O
248,đứa,O
248,nào,O
248,chẳng,O
248,biết,O
248,code,O
248,c,E-ngon_ngu
248,cơ_bản,O
249,tao,O
249,học_thuật_toán,O
249,nên,O
249,chỉ,O
249,biết,O
249,c_+_+,E-ngon_ngu
249,thôi,O
250,c_+_+,E-ngon_ngu
250,hỗ_trợ,O
250,nhiều,O
250,thư_viện,O
250,thuật_toán,O
251,bọn,O
251,mới,O
251,vào,O
251,bị,O
251,bắt,O
251,code,O
251,android,E-ngon_ngu
252,đồ_án,O
252,là,O
252,phải,O
252,làm,O
252,ứng_dụng,O
252,android,E-ngon_ngu
252,đấy,O
253,học,O
253,ruby,E-ngon_ngu
253,cùng,O
253,tao,O
253,không,O
254,thôi,O
254,học,O
254,python,E-ngon_ngu
254,xong,O
254,code,O
254,ai,O
254,đi,O
255,code,O
255,python,E-ngon_ngu
255,đi,O
255,sau,O
255,xin,O
255,việc,O
255,cho,O
255,dễ,O
256,mày,O
256,học,O
256,python,E-ngon_ngu
256,ở,O
256,đâu,O
256,đấy,O
257,mày,O
257,tự,O
257,học,O
257,python,E-ngon_ngu
257,à,O
258,tao,O
258,muốn,O
258,tự,O
258,học,O
258,web,E-ngon_ngu
259,học,O
259,lập_trình,O
259,web,E-ngon_ngu
259,xong,O
259,muốn,O
259,theo,O
259,web,E-ngon_ngu
259,luôn,O
260,hay,O
260,tao,O
260,học,O
260,php,E-ngon_ngu
260,sau,O
260,đi,O
260,code,O
260,web,E-ngon_ngu
260,nhỉ,O
261,tao,O
261,đang,O
261,học,O
261,web,E-ngon_ngu
261,rồi,O
262,tôi,O
262,có,O
262,hai,O
262,năm,O
262,kinh_nghiệm,O
262,code,O
262,web,E-ngon_ngu
262,bằng,O
262,php,E-ngon_ngu
263,tôi,O
263,muốn,O
263,vào,O
263,mảng,O
263,nào,O
263,làm,O
263,web,E-ngon_ngu
263,ý,O
264,tôi,O
264,có,O
264,học,O
264,code,O
264,web,E-ngon_ngu
264,được,O
264,không,O
264,hay,O
264,phải,O
264,theo,O
264,android,E-ngon_ngu
265,tôi,O
265,chỉ,O
265,muốn,O
265,code,O
265,web,E-ngon_ngu
265,thôi,O
266,tao,O
266,ngu,O
266,code,O
266,java,E-ngon_ngu
266,lắm,O
267,tôi,O
267,không,O
267,biết,O
267,tí,O
267,gì,O
267,về,O
267,java,E-ngon_ngu
267,cả,O
268,tại,O
268,được,O
268,miễn,O
268,thi,O
268,xong,O
268,giờ,O
268,không,O
268,biết,O
268,code,O
268,java,E-ngon_ngu
268,luôn,O
269,hồi,O
269,học,O
269,java,E-ngon_ngu
269,tao,O
269,được,O
269,miễn,O
269,thi,O
270,tao,O
270,với,O
270,mày,O
270,đăng_ký,O
270,khóa,O
270,học,O
270,web,E-ngon_ngu
270,này,O
270,đi,O
271,đang,O
271,có,O
271,khóa,O
271,học,O
271,java,E-ngon_ngu
271,hay,O
271,này,O
272,tester,E-job
272,là,O
272,gì,O
272,?,O
273,tester,E-job
273,làm,O
273,những,O
273,gì,O
273,?,O
274,làm,O
274,tester,E-job
274,lương,O
274,cao,O
274,không,O
274,?,O
275,làm,O
275,tester,E-job
275,có,O
275,vất_vả,O
275,không,O
275,?,O
276,làm,O
276,tester,E-job
276,có,O
276,nhiều,O
276,việc,O
276,không,O
276,?,O
277,muốn,O
277,làm,O
277,tester,E-job
277,thì,O
277,cần,O
277,học,O
277,những,O
277,gì,O
277,?,O
278,tester,E-job
278,cần,O
278,những,O
278,kĩ_năng,O
278,gì,O
278,?,O
279,tuyển_dụng,O
279,tester,E-job
280,tester,E-job
280,lương,O
280,bao_nhiêu,O
280,?,O
281,những,O
281,điều,O
281,cần,O
281,biết,O
281,về,O
281,tester,E-job
282,các,O
282,loại,O
282,tester,E-job
283,kĩ_năng,O
283,để,O
283,trở_thành,O
283,tester,E-job
283,giỏi,O
284,những,O
284,cơ_hội,O
284,nghề_nghiệp,O
284,của,O
284,tester,E-job
285,những,O
285,khó_khăn,O
285,thử_thách,O
285,của,O
285,nghề,O
285,tester,E-job
286,những,O
286,kĩ_năng,O
286,cần_thiết,O
286,để,O
286,trở_thành,O
286,1,O
286,tester,E-job
286,giỏi,O
287,tố_chất,O
287,nào,O
287,quan_trọng,O
287,nhất,O
287,với,O
287,1,O
287,tester,E-job
288,vì,O
288,sao,O
288,bạn,O
288,chọn,O
288,trở_thành,O
288,tester,E-job
289,bạn,O
289,thấy,O
289,nghề,O
289,tester,E-job
289,có,O
289,điểm,O
289,cộng,O
289,gì,O
290,điểm,O
290,trừ,O
290,của,O
290,nghề,O
290,tester,E-job
291,thử_thách,O
291,của,O
291,nghề,O
291,tester,E-job
291,mà,O
291,ai,O
291,cũng,O
291,phải,O
291,trải,O
291,qua,O
292,khi,O
292,đã,O
292,định_hướng,O
292,trở_thành,O
292,tester,E-job
292,thì,O
292,các,O
292,bạn,O
292,sẽ,O
292,có,O
292,những,O
292,bước,O
292,thằng,O
292,tiến,O
292,nào,O
292,tiếp_theo,O
293,lời,O
293,khuyên,O
293,của,O
293,chuyển,O
293,gia,O
293,cho,O
293,các,O
293,bạn,O
293,tester,E-job
293,hiện_tại,O
294,làm,O
294,tester,E-job
294,cần,O
294,tham_khảo,O
294,những,O
294,quyển,O
294,sách,O
294,/,O
294,resources,O
294,nào,O
294,?,O
295,bổ_sung,O
295,kiến_thức,O
295,cho,O
295,công_việc,O
295,tester,E-job
295,như,O
295,nào,O
295,?,O
296,bạn,O
296,học,O
296,được,O
296,gì,O
296,từ,O
296,những,O
296,khó_khăn,O
296,trong,O
296,công_việc,O
296,tester,E-job
297,xem,O
297,thêm,O
297,việc_làm,O
297,tester,E-job
297,trên,O
297,itviec,O
298,lợi_ích,O
298,của,O
298,tester,E-job
298,trong,O
298,dự_án,O
299,tìm_hiểu,O
299,về,O
299,nghề,O
299,tester,E-job
299,cho,O
299,người,O
299,bắt_đầu,O
300,qa,O
300,tester,E-job
300,là,O
300,gì,O
301,một,O
301,tester,E-job
301,chuẩn,O
301,nên,O
301,bắt_đầu,O
301,từ,O
301,đâu,O
302,làm,O
302,tester,E-job
302,cần,O
302,những,O
302,gì,O
303,tester,E-job
303,có,O
303,cần,O
303,biết,O
303,code,O
303,hay,O
303,không,O
303,.,O
304,những,O
304,hiếu,O
304,biết,O
304,cần_thiết,O
304,về,O
304,nghề,O
304,tester,E-job
305,học,O
305,tester,E-job
305,có,O
305,khó,O
305,không,O
305,.,O
306,học,O
306,tester,E-job
306,trong,O
306,bao,O
306,lau,O
306,thì,O
306,làm_việc,O
306,được,O
306,?,O
307,chưa,O
307,học,O
307,lập_trình,O
307,có,O
307,học,O
307,tester,E-job
307,được,O
307,không,O
307,?,O
308,không,O
308,bằng,O
308,cấp,O
308,có,O
308,cơ_hội,O
308,để,O
308,làm,O
308,tester,E-job
308,?,O
309,muốn,O
309,làm,O
309,tester,E-job
309,thì,O
309,nên,O
309,bắt_đầu,O
309,như,O
309,nào,O
309,?,O
310,học,O
310,gì,O
310,để,O
310,trở_thành,O
310,1,O
310,tester,E-job
311,người,O
311,trái,O
311,ngành,O
311,gặp,O
311,khó_khăn,O
311,gì,O
311,khi,O
311,làm,O
311,công_việc,O
311,tester,E-job
312,có,O
312,nên,O
312,làm,O
312,tester,E-job
312,không,O
312,?,O
313,tiềm_năng,O
313,nghề,O
313,tester,E-job
313,2020,O
313,?,O
314,tuyển,O
314,lập_trình,E-job
314,không,O
315,hiện,O
315,tại,O
315,em,O
315,muốn,O
315,apply,O
315,vị_trí,O
315,lập_trình_viên_android,E-job
316,thiết_kế_đồ_họa,E-job
316,công_ty,O
316,có,O
316,job,O
316,không,O
316,ạ,O
317,hiện,O
317,tại,O
317,bên,O
317,công_ty,O
317,có,O
317,tuyển,O
317,nhân_viên_hr,E-job
317,không,O
317,ạ,O
318,công_ty,O
318,còn,O
318,tuyển,O
318,nhân_viên_bảo_vệ,E-job
318,không,O
319,công_ty,O
319,còn,O
319,tuyển,O
319,phục_vụ_căng_tin,E-job
319,không,O
320,bên,O
320,đó,O
320,có,O
320,tuyển,O
320,kĩ_sư_ai,E-job
320,không,O
321,thực_tập_sinh_ai,E-job
321,có,O
321,tuyển,O
321,không,O
321,ạ,O
322,khác_biệt,O
322,giữa,O
322,fresher,E-job
322,và,O
322,intern,E-job
323,sau_này,O
323,đừng,O
323,lấy,O
323,vợ,O
323,chộng,O
323,làm,O
323,it,E-job
323,nhé,O
324,chồng,O
324,mày,O
324,là,O
324,coder,E-job
324,à,O
325,fresher,E-job
325,là,O
325,gì,O
325,?,O
326,những,O
326,điều,O
326,cơ_bản,O
326,bạn,O
326,cần,O
326,biết,O
326,về,O
326,fresher,E-job
326,.,O
327,cách,O
327,phân_biệt,O
327,fresher,E-job
327,junior,E-job
327,và,O
327,intern,E-job
328,fresher,E-job
328,trong,O
328,công_nghệ_thông_tin,O
328,có,O
328,vị_trí,O
328,nào,O
329,fresher,E-job
329,developer,O
329,là,O
329,gì,O
330,fresher,E-job
330,thì,O
330,cần,O
330,học,O
330,gì,O
331,kiến_thức,O
331,cần,O
331,biết,O
331,về,O
331,fresher,E-job
332,tuyển_dụng,O
332,việc_làm,O
332,fresher,E-job
332,lương,O
332,cao,O
333,đào_tạo,O
333,fresher,E-job
334,tìm,O
334,việc_làm,O
334,fresher_ios,E-job
335,tuyển,O
335,fresher_it,E-job
335,làm_việc,O
335,tại,O
335,fpt,O
336,misa,O
336,tuyển_dụng,O
336,fresher,E-job
337,chương_trình,O
337,đào_tạo,O
337,1000,O
337,fresher,E-job
338,fresher,E-job
338,phải,O
338,làm,O
338,gì,O
338,để,O
338,hoàn_thiện,O
338,bản_thân,O
339,tôi,O
339,mới,O
339,được,O
339,thăng,O
339,chức,O
339,từ,O
339,intern,O
339,lên,O
339,fresher,E-job
340,fresher,E-job
340,về,O
340,trình_độ,O
340,chuyên_môn,O
340,và,O
340,lương,O
340,đều,O
340,thấp,O
340,hơn,O
340,junior,E-job
341,fresher,E-job
341,là,O
341,người,O
341,có,O
341,đầu,O
341,đủ,O
341,kiến_thức,O
341,kĩ_năng,O
341,nhưng,O
341,chưa,O
341,được,O
341,trải_nghiệm,O
341,công_việc,O
341,thực_tế,O
342,fresher,E-job
342,là,O
342,vị_trí,O
342,cao,O
342,hơn,O
342,intership,E-job
342,nhưng,O
342,thấp,O
342,hơn,O
342,junior,E-job
343,điểm,O
343,khác,O
343,nhau,O
343,cơ_bản,O
343,giữa,O
343,junior,O
343,và,O
343,fresher,E-job
343,là,O
343,trình_độ,O
343,chuyên_môn,O
343,và,O
343,kinh_nghiệm,O
343,làm_việc,O
343,.,O
344,là,O
344,một,O
344,fresher,E-job
344,được,O
344,học_hỏi,O
344,và,O
344,có_thể,O
344,làm_việc,O
344,đúng,O
344,với,O
344,chuyên_ngành,O
344,mình,O
344,theo_đuổi,O
344,đã,O
344,là,O
344,một,O
344,ưu_điểm,O
344,lớn,O
345,một,O
345,trong,O
345,những,O
345,kỹ_năng,O
345,quan_trọng,O
345,cho,O
345,fresher,E-job
345,trong,O
345,quá_trình,O
345,làm_việc,O
345,chính,O
345,là,O
345,kỹ_năng,O
345,làm_việc,O
345,theo,O
345,đội,O
345,nhóm,O
346,một,O
346,điều,O
346,quan_trọng,O
346,nữa,O
346,mà,O
346,các,O
346,fresher,E-job
346,nên,O
346,cố_gắng,O
346,thực_hiện,O
346,tốt,O
346,chính,O
346,là,O
346,hoàn_thành,O
346,công_việc,O
346,được,O
346,giao,O
346,một_cách,O
346,đúng,O
346,thời_hạn,O
347,các,O
347,fresher,E-job
347,cũng,O
347,nên,O
347,tham_gia,O
347,vào,O
347,các,O
347,hoạt_động,O
347,của,O
347,công_ty,O
347,hoặc,O
347,năng_động,O
347,hơn,O
347,trong,O
347,các,O
347,buổi,O
347,gặp_gỡ,O
347,các,O
347,thành_viên,O
347,trong,O
347,công_ty,O
348,làm,O
348,thế_nào,O
348,để,O
348,các,O
348,fresher,E-job
348,có_thể,O
348,phát_triển,O
348,được,O
348,các,O
348,kỹ_năng,O
348,và,O
348,kiến_thức,O
348,của,O
348,mình,O
349,kĩ_sự_đồ_họa,E-job
349,là,O
349,một,O
349,nghề,O
349,đang,O
349,hot,O
349,trong,O
349,những,O
349,năm,O
349,gần,O
349,đây,O
350,streamer,E-job
350,được,O
350,xem,O
350,là,O
350,một,O
350,nghề,O
350,hái,O
350,ra,O
350,tiền,O
350,được,O
350,bạn,O
350,trẻ,O
350,khá,O
350,ưu,O
350,chuộng,O
351,phân_biệt,O
351,sự,O
351,khác,O
351,nhau,O
351,giữa,O
351,streamer,E-job
351,và,O
351,youtuber,E-job
352,kĩ_sư_mạng,E-job
352,lập_trình_phần_cứng,E-job
352,kĩ_sư_ai,E-job
352,là,O
352,một,O
352,trong,O
352,những,O
352,công_việc,O
352,có,O
352,lương,O
352,cao,O
352,nhất,O
352,hiện_tại,O
353,chỗ,O
353,tau,O
353,làm,O
353,có,O
353,con,O
353,nhỏ,O
353,làm,O
353,da,E-job
353,xinh,O
353,dã_man,O
354,mi,O
354,có,O
354,biết,O
354,ai,O
354,chuyên,O
354,làm,O
354,front_end,E-job
354,không,O
354,giới_thiệu,O
354,tau,O
354,mấy,O
354,người,O
355,hiện_tại,O
355,công_ty,O
355,mình,O
355,cần,O
355,các,O
355,bạn,O
355,chuyên,O
355,về,O
355,web,E-job
356,bên,O
356,kia,O
356,công_ty,O
356,có,O
356,tuyển,O
356,vị_trí,O
356,nào,O
356,không,O
356,?,O
357,công_ty,O
357,mày,O
357,đang,O
357,làm,O
357,kia,O
357,lương,O
357,có,O
357,ổn,O
357,tí,O
357,nào,O
357,không,O
357,?,O
358,chuyển,O
358,qua,O
358,bên,O
358,kia,O
358,rồi,O
358,à,O
359,bên,O
359,đó,O
359,chế_độ,O
359,bảo_hiểm,O
359,sao,O
359,nhỉ,O
360,bây_giờ,O
360,muốn,O
360,đi,O
360,du_học,O
360,cần,O
360,loại,O
360,bằng_cấp,O
360,gì,O
360,được,O
360,nhỉ,O
361,tau,O
361,cũng,O
361,không,O
361,biết,O
361,sống,O
361,sao,O
361,cho,O
361,vừa_lòng,O
361,thiên_hạ,O
362,năm_ngoái,O
362,tau,O
362,đi,O
362,du_lịch,O
363,tau,O
363,ước_ao,O
363,năm,O
363,sau,O
363,có_thể,O
363,đi,O
363,du_học,O
364,cuộc_sống,O
364,em,O
364,ổn,O
364,không,O
364,",",O
364,cuộc_sống,O
364,em,O
364,thế_nào,O
365,yêu,O
365,không,O
365,yêu,O
365,xin,O
365,nói,O
365,một,O
365,câu,O
366,hay,O
366,là,O
366,mình,O
366,cứ,O
366,bất_chấp,O
366,hết,O
366,yêu,O
366,nhau,O
366,đi,O
366,anh,O
367,phản_bội,O
367,lần,O
367,đầu,O
367,là,O
367,lỗi,O
367,của,O
367,anh,O
367,",",O
367,nhưng,O
367,để,O
367,anh,O
367,phản_bội,O
367,lần,O
367,nữa,O
367,là,O
367,lỗi,O
367,của,O
367,tôi,O
368,phong_ba,O
368,bão_táp,O
368,không,O
368,bằng,O
368,ngữ_pháp,O
368,việt,O
368,nam,O
369,sóng_gió,O
369,phũ,O
369,đời,O
369,trai,O
369,",",O
369,tương_lai,O
369,nhờ,O
369,nhà,O
369,ngoại,O
370,tương_lai,O
370,mình,O
370,rồi,O
370,sẽ,O
370,đi,O
370,đâu,O
370,về,O
370,đâu,O
371,năm,O
371,1975,O
371,việt,O
371,nam,O
371,hoàn_toàn,O
371,độc_lập,O
371,nhân_dân,O
371,hai,O
371,miền,O
371,hân_hoan,O
372,việt,O
372,nam,O
372,ngày_càng,O
372,phát_triển,O
372,thần_kì,O
373,nếu,O
373,mai,O
373,này,O
373,chúng_ta,O
373,già,O
373,lala,O
374,là,O
374,con_gái,O
374,phải,O
374,xinh,O
