Sentence #,Word,Tag,Word_idx,Tag_idx
130,"['tháng_củ_mật', 'là', 'tháng_12_âm_lịch', 'nhé']","['E-thang', 'O', 'E-thang', 'O']","[536, 294, 6, 448]","[1, 3, 1, 3]"
235,"['học', 'c_+_+', 'code', 'được', 'gì']","['O', 'E-ngon_ngu', 'O', 'O', 'O']","[82, 789, 153, 351, 749]","[3, 4, 3, 3, 3]"
222,"['nghe', 'tên', 'ruby', 'hay', 'hay']","['O', 'O', 'E-ngon_ngu', 'O', 'O']","[280, 223, 230, 452, 452]","[3, 3, 4, 3, 3]"
82,"['trước', 'tau', 'đi', 'phỏng_vấn', 'trượt', 'vì', 'toefl']","['O', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap']","[663, 32, 319, 463, 96, 505, 623]","[3, 3, 3, 3, 3, 3, 0]"
362,"['năm_ngoái', 'tau', 'đi', 'du_lịch']","['O', 'O', 'O', 'O']","[576, 32, 319, 75]","[3, 3, 3, 3]"
285,"['những', 'khó_khăn', 'thử_thách', 'của', 'nghề', 'tester']","['O', 'O', 'O', 'O', 'O', 'E-job']","[244, 616, 382, 466, 188, 27]","[3, 3, 3, 3, 3, 2]"
140,"['tháng_chín_năm_ngoái', 'có', 'giải', 'bang', 'bang', 'đó']","['E-thang', 'O', 'O', 'O', 'O', 'O']","[342, 169, 302, 12, 12, 524]","[1, 3, 3, 3, 3, 3]"
360,"['bây_giờ', 'muốn', 'đi', 'du_học', 'cần', 'loại', 'bằng_cấp', 'gì', 'được', 'nhỉ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[423, 459, 319, 242, 168, 192, 247, 749, 351, 164]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
165,"['tháng_6', 'sang', 'năm', 'có', 'sea', 'game']","['E-thang', 'O', 'O', 'O', 'O', 'O']","[4, 553, 41, 169, 281, 714]","[1, 3, 3, 3, 3, 3]"
221,"['học', 'ngôn_ngữ', 'ruby', 'không']","['O', 'O', 'E-ngon_ngu', 'O']","[82, 651, 230, 324]","[3, 3, 4, 3]"
30,"['cả', 'toeic', 'và', 'ielts', 'cũng', 'như', 'toefl', 'đều', 'là', 'các', 'chứng_chỉ_ngoại_ngữ']","['O', 'E-bang_cap', 'O', 'E-bang_cap', 'O', 'O', 'E-bang_cap', 'O', 'O', 'O', 'E-bang_cap']","[380, 190, 93, 748, 687, 481, 623, 796, 294, 561, 215]","[3, 0, 3, 0, 3, 3, 0, 3, 3, 3, 0]"
67,"['các', 'loại', 'chứng_chỉ_tiếng_anh', 'nào', 'thông_dụng']","['O', 'O', 'E-bang_cap', 'O', 'O']","[561, 192, 304, 104, 325]","[3, 3, 0, 3, 3]"
306,"['học', 'tester', 'trong', 'bao', 'lau', 'thì', 'làm_việc', 'được', '?']","['O', 'E-job', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[82, 27, 700, 746, 136, 254, 344, 351, 307]","[3, 2, 3, 3, 3, 3, 3, 3, 3]"
199,"['công_ty', 'co-well', 'cần', 'tuyển', '5', 'lập_trình_viên', 'java', 'web']","['O', 'O', 'O', 'O', 'O', 'O', 'E-ngon_ngu', 'E-ngon_ngu']","[679, 594, 168, 163, 181, 531, 64, 752]","[3, 3, 3, 3, 3, 3, 4, 4]"
181,"['tháng_này', 'có', 'phim', 'mới', 'mày', 'ơi']","['E-thang', 'O', 'O', 'O', 'O', 'O']","[218, 169, 189, 74, 264, 68]","[1, 3, 3, 3, 3, 3]"
200,"['tuyển', 'lập_trình_viên', 'java', 'không', 'yêu_cầu', 'kinh_nghiệm']","['O', 'O', 'E-ngon_ngu', 'O', 'O', 'O']","[163, 531, 64, 324, 660, 521]","[3, 3, 4, 3, 3, 3]"
254,"['thôi', 'học', 'python', 'xong', 'code', 'ai', 'đi']","['O', 'O', 'E-ngon_ngu', 'O', 'O', 'O', 'O']","[797, 82, 345, 97, 153, 1, 319]","[3, 3, 4, 3, 3, 3, 3]"
125,"['hồ', 'tây', 'ngát', 'hương', 'mùa', 'sen', 'tháng_sáu']","['O', 'O', 'O', 'O', 'O', 'O', 'E-thang']","[482, 653, 39, 410, 339, 143, 357]","[3, 3, 3, 3, 3, 3, 1]"
341,"['fresher', 'là', 'người', 'có', 'đầu', 'đủ', 'kiến_thức', 'kĩ_năng', 'nhưng', 'chưa', 'được', 'trải_nghiệm', 'công_việc', 'thực_tế']","['E-job', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[298, 294, 568, 169, 533, 249, 317, 216, 147, 42, 351, 77, 433, 361]","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
161,"['tháng_sáu', 'của', 'anh']","['E-thang', 'O', 'O']","[357, 466, 690]","[1, 3, 3]"
250,"['c_+_+', 'hỗ_trợ', 'nhiều', 'thư_viện', 'thuật_toán']","['E-ngon_ngu', 'O', 'O', 'O', 'O']","[789, 362, 485, 234, 396]","[4, 3, 3, 3, 3]"
359,"['bên', 'đó', 'chế_độ', 'bảo_hiểm', 'sao', 'nhỉ']","['O', 'O', 'O', 'O', 'O', 'O']","[71, 524, 355, 7, 411, 164]","[3, 3, 3, 3, 3, 3]"
352,"['kĩ_sư_mạng', 'lập_trình_phần_cứng', 'kĩ_sư_ai', 'là', 'một', 'trong', 'những', 'công_việc', 'có', 'lương', 'cao', 'nhất', 'hiện_tại']","['E-job', 'E-job', 'E-job', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[256, 472, 559, 294, 750, 700, 244, 433, 169, 111, 436, 780, 391]","[2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
60,"['có', 'lộ_trình', 'hsk', 'nào', 'cho', 'người', 'mới', 'bắt_đầu', 'không']","['O', 'O', 'E-bang_cap', 'O', 'O', 'O', 'O', 'O', 'O']","[169, 469, 788, 104, 95, 568, 74, 91, 324]","[3, 3, 0, 3, 3, 3, 3, 3, 3]"
25,"['ielts', 'được', 'công_nhận', 'rộng_rãi', 'khắp', 'nơi', 'trên', 'thế_giới']","['E-bang_cap', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[748, 351, 670, 720, 607, 696, 178, 159]","[0, 3, 3, 3, 3, 3, 3, 3]"
153,"['tháng_tám', 'có', 'tết', 'trung_thu']","['E-thang', 'O', 'O', 'O']","[590, 169, 626, 266]","[1, 3, 3, 3]"
328,"['fresher', 'trong', 'công_nghệ_thông_tin', 'có', 'vị_trí', 'nào']","['E-job', 'O', 'O', 'O', 'O', 'O']","[298, 700, 727, 169, 711, 104]","[2, 3, 3, 3, 3, 3]"
248,"['đứa', 'nào', 'chẳng', 'biết', 'code', 'c', 'cơ_bản']","['O', 'O', 'O', 'O', 'O', 'E-ngon_ngu', 'O']","[762, 104, 799, 645, 153, 697, 573]","[3, 3, 3, 3, 3, 4, 3]"
261,"['tao', 'đang', 'học', 'web', 'rồi']","['O', 'O', 'O', 'E-ngon_ngu', 'O']","[508, 157, 82, 752, 83]","[3, 3, 3, 4, 3]"
317,"['hiện', 'tại', 'bên', 'công_ty', 'có', 'tuyển', 'nhân_viên_hr', 'không', 'ạ']","['O', 'O', 'O', 'O', 'O', 'O', 'E-job', 'O', 'O']","[116, 118, 71, 679, 169, 163, 728, 324, 686]","[3, 3, 3, 3, 3, 3, 2, 3, 3]"
177,"['tháng_sau', 'chúng', 'mi', 'có', 'đi', 'sinh_nhật', 'tau', 'không']","['E-thang', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[458, 152, 767, 169, 319, 255, 32, 324]","[1, 3, 3, 3, 3, 3, 3, 3]"
179,"['tau', 'đoán', 'sau', 'tết', 'tháng_3', 'mình', 'mới', 'vào', 'làm', 'chính_thức']","['O', 'O', 'O', 'O', 'E-thang', 'O', 'O', 'O', 'O', 'O']","[32, 130, 150, 626, 414, 196, 74, 712, 694, 581]","[3, 3, 3, 3, 1, 3, 3, 3, 3, 3]"
237,"['biết', 'mỗi', 'code', 'c']","['O', 'O', 'O', 'E-ngon_ngu']","[645, 106, 153, 697]","[3, 3, 3, 4]"
236,"['học', 'c', 'có', 'code', 'được', 'ứng_dụng', 'gì', 'k']","['O', 'E-ngon_ngu', 'O', 'O', 'O', 'O', 'O', 'O']","[82, 697, 169, 153, 351, 567, 749, 479]","[3, 4, 3, 3, 3, 3, 3, 3]"
357,"['công_ty', 'mày', 'đang', 'làm', 'kia', 'lương', 'có', 'ổn', 'tí', 'nào', 'không', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[679, 264, 157, 694, 710, 111, 169, 514, 314, 104, 324, 307]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
255,"['code', 'python', 'đi', 'sau', 'xin', 'việc', 'cho', 'dễ']","['O', 'E-ngon_ngu', 'O', 'O', 'O', 'O', 'O', 'O']","[153, 345, 319, 150, 20, 632, 95, 419]","[3, 4, 3, 3, 3, 3, 3, 3]"
131,"['tháng_sau', 'tau', 'đi', 'làm', 'rồi']","['E-thang', 'O', 'O', 'O', 'O']","[458, 32, 319, 694, 83]","[1, 3, 3, 3, 3]"
367,"['phản_bội', 'lần', 'đầu', 'là', 'lỗi', 'của', 'anh', ',', 'nhưng', 'để', 'anh', 'phản_bội', 'lần', 'nữa', 'là', 'lỗi', 'của', 'tôi']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[213, 99, 533, 294, 654, 466, 690, 287, 147, 744, 690, 213, 99, 640, 294, 654, 466, 308]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
74,"['toiec', 'bao_nhiêu', 'để', 'ra', 'được', 'trường']","['E-bang_cap', 'O', 'O', 'O', 'O', 'O']","[388, 461, 744, 288, 351, 374]","[0, 3, 3, 3, 3, 3]"
117,"['tháng_sau', 'nghỉ_hè', 'rồi', 'bạn', 'ơi']","['E-thang', 'O', 'O', 'O', 'O']","[458, 330, 83, 601, 68]","[1, 3, 3, 3, 3]"
83,"['sao', 'không', 'thấy', 'mấy', 'người', 'đi', 'học', 'toefl', 'nhỉ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'O']","[411, 324, 217, 46, 568, 319, 82, 623, 164]","[3, 3, 3, 3, 3, 3, 3, 0, 3]"
349,"['kĩ_sự_đồ_họa', 'là', 'một', 'nghề', 'đang', 'hot', 'trong', 'những', 'năm', 'gần', 'đây']","['E-job', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[57, 294, 750, 188, 157, 334, 700, 244, 41, 31, 682]","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
111,"['cuối_tháng', 'đi', 'chơi', 'đi']","['E-thang', 'O', 'O', 'O']","[758, 319, 716, 319]","[1, 3, 3, 3]"
253,"['học', 'ruby', 'cùng', 'tao', 'không']","['O', 'E-ngon_ngu', 'O', 'O', 'O']","[82, 230, 702, 508, 324]","[3, 4, 3, 3, 3]"
343,"['điểm', 'khác', 'nhau', 'cơ_bản', 'giữa', 'junior', 'và', 'fresher', 'là', 'trình_độ', 'chuyên_môn', 'và', 'kinh_nghiệm', 'làm_việc', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-job', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[141, 784, 475, 573, 504, 92, 93, 298, 294, 734, 182, 93, 521, 344, 562]","[3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3]"
16,"['nếu', 'bạn', 'có', 'ý_định', 'đi', 'du_học', 'định_cư', 'nước_ngoài', 'thì', '2', 'loại', 'bằng', 'phổ_biến', 'và', 'thông_dụng', 'là', 'ielts', 'toefl']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'E-bang_cap']","[731, 601, 169, 272, 319, 242, 305, 742, 254, 499, 192, 564, 343, 93, 325, 294, 748, 623]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0]"
156,"['tháng_2', 'công_ty', 'có', 'tuyển', 'nhân_sự', 'không', 'ạ']","['E-thang', 'O', 'O', 'O', 'O', 'O', 'O']","[683, 679, 169, 163, 214, 324, 686]","[1, 3, 3, 3, 3, 3, 3]"
135,"['tháng_4', 'là', 'lời_nói', 'rối', 'của', 'em']","['E-thang', 'O', 'O', 'O', 'O', 'O']","[398, 294, 637, 656, 466, 119]","[1, 3, 3, 3, 3, 3]"
34,"['sv', 'cần', 'đạt', 'chuẩn', 'tiếng', 'anh', 'ielts_từ_6,5', 'trở', 'lên']","['O', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'O', 'O']","[23, 168, 48, 198, 474, 690, 38, 385, 399]","[3, 3, 3, 3, 3, 3, 0, 3, 3]"
318,"['công_ty', 'còn', 'tuyển', 'nhân_viên_bảo_vệ', 'không']","['O', 'O', 'O', 'E-job', 'O']","[679, 680, 163, 462, 324]","[3, 3, 3, 2, 3]"
279,"['tuyển_dụng', 'tester']","['O', 'E-job']","[678, 27]","[3, 2]"
104,"['tiếng', 'nhật', 'mi', 'n4', 'à']","['O', 'O', 'O', 'E-bang_cap', 'O']","[474, 484, 767, 773, 639]","[3, 3, 3, 0, 3]"
69,"['bao_lâu', 'thì', 'có_thể', 'đạt', 'được', 'topik_5']","['O', 'O', 'O', 'O', 'O', 'E-bang_cap']","[718, 254, 620, 48, 351, 529]","[3, 3, 3, 3, 3, 0]"
28,"['toefl', 'quốc_tế', 'bằng', 'này', 'do', 'hệ_thống', 'giáo_dục', 'của', 'mỹ', 'tổ_chức', 'thi', 'và', 'cấp', 'bằng', '.']","['E-bang_cap', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[623, 432, 564, 191, 785, 588, 296, 466, 441, 605, 543, 93, 253, 564, 562]","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
332,"['tuyển_dụng', 'việc_làm', 'fresher', 'lương', 'cao']","['O', 'O', 'E-job', 'O', 'O']","[678, 167, 298, 111, 436]","[3, 3, 2, 3, 3]"
325,"['fresher', 'là', 'gì', '?']","['E-job', 'O', 'O', 'O']","[298, 294, 749, 307]","[2, 3, 3, 3]"
215,"['đang', 'code', 'python', 'chuyển', 'sang', 'java', 'thấy', 'tù', 'khinh', 'khủng']","['O', 'O', 'E-ngon_ngu', 'O', 'O', 'E-ngon_ngu', 'O', 'O', 'O', 'O']","[157, 153, 345, 393, 553, 64, 217, 612, 80, 140]","[3, 3, 4, 3, 3, 4, 3, 3, 3, 3]"
112,"['tháng_5', 'tau', 'đi', 'miền', 'nam', 'chơi']","['E-thang', 'O', 'O', 'O', 'O', 'O']","[149, 32, 319, 502, 321, 716]","[1, 3, 3, 3, 3, 3]"
119,"['sao', 'một_tháng', 'mi', 'không', 'đi', 'học']","['O', 'E-thang', 'O', 'O', 'O', 'O']","[411, 0, 767, 324, 319, 82]","[3, 1, 3, 3, 3, 3]"
32,"['thang', 'điểm', 'ielts', 'và', 'cách', 'tính', 'điểm', 'ielts', 'chuẩn', 'nhất']","['O', 'O', 'E-bang_cap', 'O', 'O', 'O', 'O', 'E-bang_cap', 'O', 'O']","[486, 141, 748, 93, 652, 467, 141, 748, 198, 780]","[3, 3, 0, 3, 3, 3, 3, 0, 3, 3]"
218,"['học', 'python', 'đi', 'còn', 'code', 'ai']","['O', 'E-ngon_ngu', 'O', 'O', 'O', 'O']","[82, 345, 319, 680, 153, 1]","[3, 4, 3, 3, 3, 3]"
244,"['sao', 'ngày', 'trước', 'code', 'được', 'pascal', 'nhỉ']","['O', 'O', 'O', 'O', 'O', 'E-ngon_ngu', 'O']","[411, 274, 663, 153, 351, 367, 164]","[3, 3, 3, 3, 3, 4, 3]"
297,"['xem', 'thêm', 'việc_làm', 'tester', 'trên', 'itviec']","['O', 'O', 'O', 'E-job', 'O', 'O']","[638, 271, 167, 27, 178, 503]","[3, 3, 3, 2, 3, 3]"
3,"['tuyển', 'ai', 'cho', 'mảng', 'computer_vision', 'machine_learning', 'deep_learning', 'tối_thiểu', '6-8', 'tháng', 'kinh_nghiệm']","['O', 'E-ngon_ngu', 'O', 'O', 'E-ngon_ngu', 'E-ngon_ngu', 'E-ngon_ngu', 'O', 'O', 'O', 'O']","[163, 1, 95, 240, 650, 726, 402, 124, 786, 596, 521]","[3, 4, 3, 3, 4, 4, 4, 3, 3, 3, 3]"
20,"['kết_quả', 'đánh_giá', 'của', 'toeic', 'được', 'công_nhận', 'rộng_rãi', 'trên', 'khắp', 'thế_giới']","['O', 'O', 'O', 'E-bang_cap', 'O', 'O', 'O', 'O', 'O', 'O']","[257, 643, 466, 190, 351, 670, 720, 178, 607, 159]","[3, 3, 3, 0, 3, 3, 3, 3, 3, 3]"
93,"['tau', 'vẫn', 'cay_cú', 'vụ', 'học', 'hsk', 'ở', 'edutalk']","['O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'O', 'O']","[32, 457, 658, 778, 82, 788, 252, 642]","[3, 3, 3, 3, 3, 0, 3, 3]"
327,"['cách', 'phân_biệt', 'fresher', 'junior', 'và', 'intern']","['O', 'O', 'E-job', 'E-job', 'O', 'E-job']","[652, 549, 298, 92, 93, 673]","[3, 3, 2, 2, 3, 2]"
335,"['tuyển', 'fresher_it', 'làm_việc', 'tại', 'fpt']","['O', 'E-job', 'O', 'O', 'O']","[163, 578, 344, 118, 713]","[3, 2, 3, 3, 3]"
194,"['bên', 'mình', 'đang', 'tuyển', 'nhân_viên', 'code', 'java']","['O', 'O', 'O', 'O', 'O', 'O', 'E-ngon_ngu']","[71, 196, 157, 163, 58, 153, 64]","[3, 3, 3, 3, 3, 3, 4]"
208,"['khóa', 'học', 'java', 'cho', 'người', 'mới', 'bắt_đầu']","['O', 'O', 'E-ngon_ngu', 'O', 'O', 'O', 'O']","[520, 82, 64, 95, 568, 74, 91]","[3, 3, 4, 3, 3, 3, 3]"
289,"['bạn', 'thấy', 'nghề', 'tester', 'có', 'điểm', 'cộng', 'gì']","['O', 'O', 'O', 'E-job', 'O', 'O', 'O', 'O']","[601, 217, 188, 27, 169, 141, 197, 749]","[3, 3, 3, 2, 3, 3, 3, 3]"
18,"['các', 'nước', 'theo', 'hệ_thống', 'giáo_dục', 'của', 'mỹ', 'thường', 'cần', 'đến', 'toefl']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap']","[561, 634, 704, 588, 296, 466, 441, 574, 168, 62, 623]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0]"
269,"['hồi', 'học', 'java', 'tao', 'được', 'miễn', 'thi']","['O', 'O', 'E-ngon_ngu', 'O', 'O', 'O', 'O']","[546, 82, 64, 508, 351, 489, 543]","[3, 3, 4, 3, 3, 3, 3]"
61,"['hsk', 'có', 'thực_sự', 'cần', 'cho', 'du_học', 'trung_quốc']","['E-bang_cap', 'O', 'O', 'O', 'O', 'O', 'O']","[788, 169, 387, 168, 95, 242, 598]","[0, 3, 3, 3, 3, 3, 3]"
219,"['học', 'ai', 'thì', 'học', 'thêm', 'python', 'đi', 'code', 'tiện']","['O', 'O', 'O', 'O', 'O', 'E-ngon_ngu', 'O', 'O', 'O']","[82, 1, 254, 82, 271, 345, 319, 153, 139]","[3, 3, 3, 3, 3, 4, 3, 3, 3]"
339,"['tôi', 'mới', 'được', 'thăng', 'chức', 'từ', 'intern', 'lên', 'fresher']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-job']","[308, 74, 351, 273, 688, 602, 673, 399, 298]","[3, 3, 3, 3, 3, 3, 3, 3, 2]"
281,"['những', 'điều', 'cần', 'biết', 'về', 'tester']","['O', 'O', 'O', 'O', 'O', 'E-job']","[244, 511, 168, 645, 769, 27]","[3, 3, 3, 3, 3, 2]"
149,"['càn', 'long', 'sinh', 'tháng_2', 'nhé']","['O', 'O', 'O', 'E-thang', 'O']","[684, 552, 798, 683, 448]","[3, 3, 3, 1, 3]"
70,"['samsung', 'tăng', 'lương', 'cho', 'người', 'có', 'topik', 'à']","['O', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'O']","[295, 221, 111, 95, 568, 169, 250, 639]","[3, 3, 3, 3, 3, 3, 0, 3]"
300,"['qa', 'tester', 'là', 'gì']","['O', 'E-job', 'O', 'O']","[65, 27, 294, 749]","[3, 2, 3, 3]"
326,"['những', 'điều', 'cơ_bản', 'bạn', 'cần', 'biết', 'về', 'fresher', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-job', 'O']","[244, 511, 573, 601, 168, 645, 769, 298, 562]","[3, 3, 3, 3, 3, 3, 3, 2, 3]"
333,"['đào_tạo', 'fresher']","['O', 'E-job']","[390, 298]","[3, 2]"
195,"['mình', 'muốn', 'thuê', 'vài', 'bạn', 'code', 'web']","['O', 'O', 'O', 'O', 'O', 'O', 'E-ngon_ngu']","[196, 459, 15, 63, 601, 153, 752]","[3, 3, 3, 3, 3, 3, 4]"
267,"['tôi', 'không', 'biết', 'tí', 'gì', 'về', 'java', 'cả']","['O', 'O', 'O', 'O', 'O', 'O', 'E-ngon_ngu', 'O']","[308, 324, 645, 314, 749, 769, 64, 380]","[3, 3, 3, 3, 3, 3, 4, 3]"
157,"['tháng_năm', 'không', 'trở_lại']","['E-thang', 'O', 'O']","[490, 324, 512]","[1, 3, 3]"
175,"['lan', 'anh', 'sinh', 'tháng_4', 'à']","['O', 'O', 'O', 'E-thang', 'O']","[131, 690, 798, 398, 639]","[3, 3, 3, 1, 3]"
158,"['tháng_cô_hồ', 'là', 'tháng_mấy']","['E-thang', 'O', 'E-thang']","[698, 294, 310]","[1, 3, 1]"
308,"['không', 'bằng', 'cấp', 'có', 'cơ_hội', 'để', 'làm', 'tester', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-job', 'O']","[324, 564, 253, 169, 777, 744, 694, 27, 307]","[3, 3, 3, 3, 3, 3, 3, 2, 3]"
178,"['chắc', 'tháng_1', 'mình', 'mới', 'vào', 'công_ty']","['O', 'E-thang', 'O', 'O', 'O', 'O']","[604, 444, 196, 74, 712, 679]","[3, 1, 3, 3, 3, 3]"
276,"['làm', 'tester', 'có', 'nhiều', 'việc', 'không', '?']","['O', 'E-job', 'O', 'O', 'O', 'O', 'O']","[694, 27, 169, 485, 632, 324, 307]","[3, 2, 3, 3, 3, 3, 3]"
268,"['tại', 'được', 'miễn', 'thi', 'xong', 'giờ', 'không', 'biết', 'code', 'java', 'luôn']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-ngon_ngu', 'O']","[118, 351, 489, 543, 97, 262, 324, 645, 153, 64, 547]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3]"
372,"['việt', 'nam', 'ngày_càng', 'phát_triển', 'thần_kì']","['O', 'O', 'O', 'O', 'O']","[803, 321, 667, 487, 701]","[3, 3, 3, 3, 3]"
322,"['khác_biệt', 'giữa', 'fresher', 'và', 'intern']","['O', 'O', 'E-job', 'O', 'E-job']","[621, 504, 298, 93, 673]","[3, 3, 2, 3, 2]"
189,"['tháng_bảy', 'này', 'đi', 'chùa', 'không']","['E-thang', 'O', 'O', 'O', 'O']","[585, 191, 319, 583, 324]","[1, 3, 3, 3, 3]"
115,"['mi', 'sinh', 'tháng_6', 'à']","['O', 'O', 'E-thang', 'O']","[767, 798, 4, 639]","[3, 3, 1, 3]"
302,"['làm', 'tester', 'cần', 'những', 'gì']","['O', 'E-job', 'O', 'O', 'O']","[694, 27, 168, 244, 749]","[3, 2, 3, 3, 3]"
186,"['suốt', 'một', 'tháng_qua', 'tau', 'chỉ', 'ở', 'nhà']","['O', 'O', 'E-thang', 'O', 'O', 'O', 'O']","[316, 750, 501, 32, 185, 252, 233]","[3, 3, 1, 3, 3, 3, 3]"
241,"['hồi', 'cấp', 'ba', 'tao', 'toàn', 'code', 'bằng', 'c']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-ngon_ngu']","[546, 253, 723, 508, 55, 153, 564, 697]","[3, 3, 3, 3, 3, 3, 3, 4]"
36,"['trước', 'khi', 'đưa', 'ra', 'mức', 'điểm', '530_toeic', 'trường', 'có', 'căn_cứ', 'trên', 'cơ_sở', 'thực_tế', 'kiểm_tra', 'trình_độ', 'người', 'học']","['O', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[663, 801, 709, 288, 43, 141, 121, 374, 169, 787, 178, 348, 361, 338, 734, 568, 82]","[3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
334,"['tìm', 'việc_làm', 'fresher_ios']","['O', 'O', 'E-job']","[306, 167, 145]","[3, 3, 2]"
48,"['có', 'được', 'miễn', 'học', 'khi', 'có', 'chứng_chỉ', 'toiec']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap']","[169, 351, 489, 82, 801, 169, 471, 388]","[3, 3, 3, 3, 3, 3, 3, 0]"
364,"['cuộc_sống', 'em', 'ổn', 'không', ',', 'cuộc_sống', 'em', 'thế_nào']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[67, 119, 514, 324, 287, 67, 119, 518]","[3, 3, 3, 3, 3, 3, 3, 3]"
144,"['ra', 'giêng', 'mình', 'cưới', 'nhau', 'đi']","['O', 'E-thang', 'O', 'O', 'O', 'O']","[288, 359, 196, 245, 475, 319]","[3, 1, 3, 3, 3, 3]"
6,"['xây_dựng', 'thử_nghiệm', 'các', 'model', 'machine_learning', 'deeplearning', 'theo', 'các', 'bài_toán', 'cụ_thể']","['O', 'O', 'O', 'O', 'E-ngon_ngu', 'E-ngon_ngu', 'O', 'O', 'O', 'O']","[721, 269, 561, 286, 726, 483, 704, 561, 88, 94]","[3, 3, 3, 3, 4, 4, 3, 3, 3, 3]"
265,"['tôi', 'chỉ', 'muốn', 'code', 'web', 'thôi']","['O', 'O', 'O', 'O', 'E-ngon_ngu', 'O']","[308, 185, 459, 153, 752, 797]","[3, 3, 3, 3, 4, 3]"
192,"['code', 'java', 'lương', 'như', 'nào']","['O', 'E-ngon_ngu', 'O', 'O', 'O']","[153, 64, 111, 481, 104]","[3, 4, 3, 3, 3]"
105,"['tiếng', 'nhật', 'mi', 'n', 'mấy', 'rồi']","['O', 'O', 'O', 'E-bang_cap', 'O', 'O']","[474, 484, 767, 442, 46, 83]","[3, 3, 3, 0, 3, 3]"
249,"['tao', 'học_thuật_toán', 'nên', 'chỉ', 'biết', 'c_+_+', 'thôi']","['O', 'O', 'O', 'O', 'O', 'E-ngon_ngu', 'O']","[508, 422, 555, 185, 645, 789, 797]","[3, 3, 3, 3, 3, 4, 3]"
260,"['hay', 'tao', 'học', 'php', 'sau', 'đi', 'code', 'web', 'nhỉ']","['O', 'O', 'O', 'E-ngon_ngu', 'O', 'O', 'O', 'E-ngon_ngu', 'O']","[452, 508, 82, 179, 150, 319, 153, 752, 164]","[3, 3, 3, 4, 3, 3, 3, 4, 3]"
313,"['tiềm_năng', 'nghề', 'tester', '2020', '?']","['O', 'O', 'E-job', 'O', 'O']","[759, 188, 27, 155, 307]","[3, 3, 2, 3, 3]"
